"Status","Type","Previous Status","Account Name"
"New","Renewal","Put-Through","Phoenix Auto Collision"
"New","Renewal","Verified","Redinger Funeral Home"
"New","Renewal","Put-Through","Fixit"
"New","Renewal","Verified","A Heping Hand Agency"
"New","Renewal","Verified","Truth Mobile Auto Solutions"
"New","Renewal","Verified","Home Sweet Home Inspections"
"New","Renewal","Verified","Faith Tax Service Llc"
"New","Renewal","Verified","Vader Farms"
"New","Renewal","Verified","Skywalker Flooring & More Llc"
"New","Renewal","Put-Through","Neal & Neal Home & Commercial Remodeling"
"New","Renewal","Verified","Hydra Clean LLC"
"New","Renewal","Verified","Fred Holland Realty Incorporated"
"New","Renewal","Verified","Double Up Tax Service Llc"
"New","Renewal","Verified","Moving Help Columbus Ohio"
"New","Renewal","Verified","PDX Arsenal Concealed Carry Llc"
"New","Renewal","Put-Through","Brushstrokes Painting & Drywall Repair"
"New","Renewal","Verified","K & L Magic Touch"
"New","Renewal","Put-Through","Kucharski Salvage"
"New","Renewal","Verified","Pro Vapers"
"New","Renewal","Verified","Rocky's Pot Shop"
"New","Renewal","Verified","Power Pros Cleaning Service"
"New","Renewal","Verified","Global Ag Teck"
"New","Renewal","Verified","Duzzy's Roadside Service"
"New","Renewal","Verified","Abington Ale House & Grill"
"New","Renewal","Put-Through","Nation Construction"
"New","Renewal","Verified","Tee-Roy's Repair & Towing"
"New","Renewal","Verified","Lets Do It Moving"
"New","Renewal","Verified","Dry Guys Restoration"
"New","Renewal","Verified","Chocolate Shoppe"
"New","Renewal","Verified","United Central Industrial Supply"
"New","Renewal","Put-Through","Ds Detailing"
"New","Renewal","Verified","Johnson Brothers Crane Service"
"New","Renewal","Put-Through","Rock N Roll Cafe"
"New","Renewal","Verified","Dmr Equipment Repair"
"New","Renewal","Verified","Oil Masters"
"New","Renewal","Verified","Sunrise Shutters & Blinds"
"New","Renewal","Verified","Twin View Towing"
"New","Renewal","Verified","Rhonda's House Home Health Care"
"New","Renewal","Verified","Troester Dairy"
"New","Renewal","Put-Through","Loving Hands Home Care"
"New","Renewal","Verified","Tree Line Painting"
"New","Renewal","Verified","Dream Catcher Sports"
"New","Renewal","Verified","Casa Reality"
"New","Renewal","Verified","Carver Drug Company"
"New","Renewal","Verified","Pest Now"
"New","Renewal","Put-Through","H D Mechanical"
"New","Renewal","Verified","Muzzarelli Farms Inc"
"New","Renewal","Put-Through","Engine House"
"New","Renewal","Verified","Walls Made New LLC"
"New","Renewal","Verified","Polo Painting"
"New","Renewal","Verified","Leech Lake Market"
"New","Renewal","Verified","Dawgy Style Concession And Lounge Llc"
"New","Renewal","Verified","A Plus Transmissions"
"New","Renewal","Verified","Compassionate Home Health Care"
"New","Renewal","Put-Through","Car Audio Solutions LLC"
"New","Renewal","Verified","Berry's Superior Cleaning"
"New","Renewal","Verified","Rocker's Automotive Rescue Inc"
"New","Renewal","Verified","Fatso's Pizza"
"New","Renewal","Verified","Cobe Marine"
"New","Renewal","Verified","Coastal Cat Care"
"New","Renewal","Put-Through","Parlier Plumbling & Heating"
"New","Renewal","Verified","JD's Pizza & Catering"
"New","Renewal","Put-Through","Cavin Wrecker Service"
"New","Renewal","Verified","Mr. Hero"
"New","Renewal","Verified","Anytime Fitness"
"New","Renewal","Verified","K.W. Mobile Notary"
"New","Renewal","Verified","Still Standing together Home Care"
"New","Renewal","Verified","Southern Colorado Service & Recycling"
"New","Renewal","Verified","A F Seamless Gutter & Construction"
"New","Renewal","Put-Through","GB Appliance Outlet"
"New","Renewal","Verified","Barry Reids Roofing"
"New","Renewal","Verified","Jolt Electric & HVAC Services"
"New","Renewal","Verified","Mfa Agri"
"New","Renewal","Verified","Alpha Glass Llc"
"New","Renewal","Verified","Northaven Senior Living"
"New","Renewal","Put-Through","Hammer Building Supply"
"New","Renewal","Verified","Adams Marine Seminars - Crystal River"
"New","Renewal","Put-Through","Spirtas Wrecking Company"
"New","Renewal","Verified","Metal Recovery LLC"
"New","Renewal","Verified","Delta Electrical Staffing"
"New","Renewal","Verified","Gun Barrel Coffee"
"New","Renewal","Verified","CG's Flooring and Design"
"New","Renewal","Verified","Recession Movers"
"New","Renewal","Verified","Grimms Snow Removal and Alwncare"
"New","Renewal","Put-Through","Quinter Pit Stop"
"New","Renewal","Verified","Maui Blocks"
"New","Renewal","Verified","Purina Animal Nutrition"
"New","Renewal","Verified","Bulger's Auto Repair"
"New","Renewal","Verified","Martinez Welding Service"
"New","Renewal","Verified","Realty World RW Properties"
"New","Renewal","Put-Through","Just Like Home"
"New","Renewal","Verified","Julie Williams Insurance"
"New","Renewal","Put-Through","Window Tint Solutions LLC"
"New","Renewal","Verified","Locticianterri"
"New","Renewal","Verified","Brentwood Concrete LLC"
"New","Renewal","Verified","SKYMA Living Solutions"
"New","Renewal","Verified","The Patriot Painting"
"New","Renewal","Verified","LLC Towing & Recovery"
"New","Renewal","Verified","Brown Transport Inc"
"New","Renewal","Put-Through","Clean Concepts Inc"
"New","Renewal","Verified","T.N.T. Courier Services"
"New","Renewal","Verified","Nelson Hydraulic Service Inc."
"New","Renewal","Verified","Hail Mary Wakes"
"New","Renewal","Verified","Safari Market Coffee Shop"
"New","Renewal","Verified","The Rustic Brush Waco"
"New","Renewal","Put-Through","Gracious Patient Care"
"New","Renewal","Verified","Lena's Passionate Care"
"New","Renewal","Put-Through","Feller Construction"
"New","Renewal","Verified","Westfall Powerwashing"
"New","Renewal","Verified","Roberts Towing"
"New","Renewal","Verified","A M Hood Construction Llc"
"New","Renewal","Verified","Mother Nature Landscaping And Construction"
"New","Renewal","Verified","Floorworks"
"New","Renewal","Verified","Don Spencer Real Estate"
"New","Renewal","Put-Through","JR's Garage"
"New","Renewal","Verified","Mason Auction & Sales LLC"
"New","Renewal","Verified","Faith & Family Care"
"New","Renewal","Verified","Farmers Insurance Agent Edgar Gonzalez"
"New","Renewal","Verified","Fairmount Building Supply"
"New","Renewal","Verified","R K Auto Recovery Llc & Urban Auto Sales"
"New","Renewal","Put-Through","Full Scope Home Care Solutions"
"New","Renewal","Verified","Schopmeyer Pump & Well Service"
"New","Renewal","Put-Through","Platinum Tax & Accounting Service"
"New","Renewal","Verified","Pirtek Midway in St. Paul"
"New","Renewal","Verified","Weaver's Diesel & Truck Repair"
"New","Renewal","Verified","Phoenix Sports Restaurant"
"New","Renewal","Verified","ADW Construction Company"
"New","Renewal","Verified","Schmitz's Economart"
"New","Renewal","Verified","B & B Plumbing, LLC"
"New","Renewal","Put-Through","Bro's Pressure Washing & Striping"
"New","Renewal","Verified","The Lash Cafe"
"New","Renewal","Verified","B & C Construction"
"New","Renewal","Verified","Seamless Gutters"
"New","Renewal","Verified","Sam's Truck & Trailer"
"New","Renewal","Verified","The Playhouse For Kids"
"New","Renewal","Put-Through","Cranberry Medical Clinic"
"New","Renewal","Verified","ABC Enrichment & Learning Center"
"New","Renewal","Put-Through","DiNapoli's Firehouse"
"New","Renewal","Verified","A & K Automotive"
"New","Renewal","Verified","Classic Coach Worx"
"New","Renewal","Verified","Geiger True Value Hardware"
"New","Renewal","Verified","Rising Stars Child Care"
"New","Renewal","Verified","The John Franklin VFW Post 6796"
"New","Renewal","Verified","Utility Trailer Sales Southeast Texas"
"New","Renewal","Put-Through","Clean Jeannie Services Llc"
"New","Renewal","Verified","Ecopest Termite And Pest Control"
"New","Renewal","Verified","Magnolia Reality"
"New","Renewal","Verified","The Lusk Group"
"New","Renewal","Verified","Pogo's Pizza"
"New","Renewal","Verified","N.K. Exquisite Decor & Design Llc"
"New","Renewal","Put-Through","ABC Coating"
"New","Renewal","Verified","Red Clay Real Estate Group LLC"
"New","Renewal","Put-Through","Campos and Sons Roofing Co"
"New","Renewal","Verified","Greene Sanitary Service"
"New","Renewal","Verified","Serenity;s Heart Home Health Care Services"
"New","Renewal","Verified","Waterville Residential"
"New","Renewal","Verified","Granicy Square"
"New","Renewal","Verified","Bob's Towing & Recovery"
"New","Renewal","Verified","Hawks Plumbing and Heating"
"New","Renewal","Put-Through","McKinney Power Washing"
"New","Renewal","Verified","Anchored Memories"
"New","Renewal","Verified","Fresh Image Painting"
"New","Renewal","Verified","Knox Lawn Care Services Llc"
"New","Renewal","Verified","Turtle Lake Seamless Gutters & Siding"
"New","Renewal","Verified","Sherry Phillips Group at Remax One"
"New","Renewal","Put-Through","FoyeSure Auto Detailing"
"New","Renewal","Verified","Canzater Handyman Services"
"New","Renewal","Put-Through","Agape Pet Services of North Carolina"
"New","Renewal","Verified","Protech Mobile RV Service"
"New","Renewal","Verified","Point Sewer & Drain Cleaning Service LLC"
"New","Renewal","Verified","Gulf Lifts Of Florida & Alabama"
"New","Renewal","Verified","Madison Parish School District"
"New","Renewal","Verified","Leominster Monument Company"
"New","Renewal","Verified","M.A.D. Man General Contracting & Construction"
"New","Renewal","Put-Through","Banks Law Firm LLC"
"New","Renewal","Verified","Franks Auto Repair"
"New","Renewal","Verified","Harrisons Electric Llc"
"New","Renewal","Verified","Willards Garage"
"New","Renewal","Verified","Watt Ever Electric"
"New","Renewal","Verified","Castletop Roofing & Construction"
"New","Renewal","Put-Through","Wood Floors & More"
"New","Renewal","Verified","Dawson's Family Restaurant"
"New","Renewal","Put-Through","Pro-Hoe Enterprises"
"New","Renewal","Verified","Maldonado Collision Auto Parts"
"New","Renewal","Verified","Jason's Deli"
"New","Renewal","Verified","Quality Bait & Tackle"
"New","Renewal","Verified","Osteen's Towing"
"New","Renewal","Verified","Canal Street Hardware & Supply"
"New","Renewal","Verified","Drama Time"
"New","Renewal","Put-Through","L J's Welding & Fabrication"
"New","Renewal","Verified","Tarrie Hill Skanes Cleaning Services"
"New","Renewal","Verified","PSI Construction"
"New","Renewal","Verified","Arredondo Insurance"
"New","Renewal","Verified","Ellingford Brothers Steel & Ready Mix"
"New","Renewal","Verified","Ultimate Touch Up Paint & Body"
"New","Renewal","Put-Through","Universal Child Care & Learning Center LLC"
"New","Renewal","Verified","Brazos Paving Inc."
"New","Renewal","Put-Through","Universal Learning Academy"
"New","Renewal","Verified","Flow-Rite Plumbing llc"
"New","Renewal","Verified","Lauren Marie Cleaning Services"
"New","Renewal","Verified","All Nation's Towing & Recovery"
"New","Renewal","Verified","Cease Family Funeral Home"
"New","Renewal","Verified","Yazoo County Sheriff's Department"
"New","Renewal","Verified","Frank's Heavy Duty Truck Repair & Towing"
"New","Renewal","Put-Through","K & K Automotive"
"New","Renewal","Verified","Bern City Mobile Detailing"
"New","Renewal","Verified","Total Transmission"
"New","Renewal","Verified","West Ridge Care Center"
"New","Renewal","Verified","Ken's Auto Tow"
"New","Renewal","Verified","Greenfield Grooming"
"New","Renewal","Put-Through","Stevenson's Tax Service"
"New","Renewal","Verified","J & K Trucking & Construction"
"New","Renewal","Put-Through","Bromley Collision Center"
"New","Renewal","Verified","J & R Trucking School"
"New","Renewal","Verified","DC Automotive"
"New","Renewal","Verified","Glen Allen Grounds Management"
"New","Renewal","Verified","Central Park Tag Agency"
"New","Renewal","Verified","Hot Comics & Collectibles"
"New","Renewal","Verified","JTG Professional Window Tinting"
"New","Renewal","Put-Through","American Legion Cook-Pickney Post 141"
"New","Renewal","Verified","Steve Cook State Farm Agency"
"New","Renewal","Verified","H & H Forest Management, Inc."
"New","Renewal","Verified","Elite Tax Service"
"New","Renewal","Verified","The Patterson Company Real Estate Lending"
"New","Renewal","Verified","Early Years Childhood Center"
"New","Renewal","Put-Through","Blue Moon Antiques"
"New","Renewal","Verified","Ron Culp Your State Farm Agent"
"New","Renewal","Put-Through","Glow Outdoor Solutions"
"New","Renewal","Verified","Pretty Face Cleaning Services"
"New","Renewal","Verified","The Scramlin Agency"
"New","Renewal","Verified","Thorson Trucking"
"New","Renewal","Verified","Little Red Firehouse Preschool & Daycare"
"New","Renewal","Verified","ABC Garage Door Sales & Service"
"New","Renewal","Verified","Hooks BBQ"
"New","Renewal","Put-Through","Vfw Post 5020"
"New","Renewal","Verified","Spring Clean Janitorial Service"
"New","Renewal","Verified","Big Jims Sewer & Drain Cleaning"
"New","Renewal","Verified","Lancaster's Auto Electric"
"New","Renewal","Verified","Northern Dame Construction"
"New","Renewal","Verified","Wildwood Incorporated"
"New","Renewal","Put-Through","Semper Fix It"
"New","Renewal","Verified","Mr Eds Sewer Cleaning"
"New","Renewal","Put-Through","Drop the Racquet"
"New","Renewal","Verified","Chief's Junk Removal & Demolition"
"New","Renewal","Verified","Veterans Woodworking Workshop LLC"
"New","Renewal","Verified","Longhorn Bar & Grill"
"New","Renewal","Verified","Vest Service Company LLC"
"New","Renewal","Verified","Precision Guttering"
"New","Renewal","Verified","Rosalie, LLC"
"New","Renewal","Put-Through","Gulf To Bay Real Estate"
"New","Renewal","Verified","Turbo Mobile Detailing"
"New","Renewal","Verified","Zlc Repair Service Llc"
"New","Renewal","Verified","Germantown Community Library"
"New","Renewal","Verified","Key Properties Realtors"
"New","Renewal","Verified","Second Opinion Air"
"New","Renewal","Put-Through","Tutle & Tutle Trucking"
"New","Renewal","Verified","HQ FInancial LLC"
"New","Renewal","Put-Through","Oswell Auto Body"
"New","Renewal","Verified","Creative Printing Incorporated"
"New","Renewal","Verified","United Heating & Air Conditioning"
"New","Renewal","Verified","Dolly's Diner"
"New","Renewal","Verified","Ramsey Concrete Finishing"
"New","Renewal","Verified","H&H Residential IT"
"New","Renewal","Verified","Stokes Technical Services"
"New","Renewal","Put-Through","Auburn Ravine Terrace"
"New","Renewal","Verified","Doughty Calhoun O'Meara"
"New","Renewal","Verified","Dobbins Electric Company"
"New","Renewal","Verified","Draytons Canine Academy"
"New","Renewal","Verified","J & B Transmission & Auto Repair"
"New","Renewal","Verified","Vance 24Hr Towing"
"New","Renewal","Put-Through","Shonya Creel Tax & Financial Service LLC"
"New","Renewal","Verified","American Pure Clean Llc"
"New","Renewal","Put-Through","Guardian Companion Care"
