CallSign,StationLat,StationLon,Service,RFChannel,LicenseExpirationDate,StatusDate,Status,CommunityCity,CommunityState,FacilityType,Frequency,ActiveInd,PartyName,PartyAddress1,PartyAddress2,PartyCity,PartyZip1,PartyState,PartyPhone
KCCL,38.596306,-121.681361,FM Station,268,12/01/2029,,LICENSED,WOODLAND,CA,CDT,101.5,Y,"RESULTS RADIO OF CHICO LICENSEE, LLC",1355 N. DUTTON AVENUE,SUITE 225,SANTA ROSA,95401,CA,
KARX,35.085861,-101.913778,FM Station,296,08/01/2029,,LICENSED,CANYON,TX,CDT,107.1,Y,CUMULUS LICENSING LLC,780 Johnson Ferry Road,Suite 500,Atlanta,30342,GA,4049490700
KJBR,,,FM Station,229,06/01/2028,09/06/2001,LICENSED,MARKED TREE,AR,ED,93.7,Y,EDUCATIONAL MEDIA FOUNDATION,5700 WEST OAKS BLVD,,ROCKLIN,95765,CA,(916)251-1600
WKYU-FM,37.089778,-86.634722,FM Station,205,08/01/2028,04/22/2002,LICENSED,BOWLING GREEN,KY,ED,88.9,Y,WESTERN KENTUCKY UNIVERSITY,1906 COLLEGE HEIGHTS BLVD #11035,,BOWLING GREEN,42101,KY,(270)745-5489
WDCL-FM,37.158111,-85.163833,FM Station,209,08/01/2028,,LICENSED,SOMERSET,KY,ED,89.7,Y,WESTERN KENTUCKY UNIVERSITY,1906 COLLEGE HEIGHTS BLVD #11035,,BOWLING GREEN,42101,KY,(270)745-5489
WKUE,37.745056,-85.889417,FM Station,215,08/01/2028,,LICENSED,ELIZABETHTOWN,KY,ED,90.9,Y,WESTERN KENTUCKY UNIVERSITY,1906 COLLEGE HEIGHTS BLVD #11035,,BOWLING GREEN,42101,KY,(270)745-5489
WWHR,37.005333,-86.523056,FM Station,219,08/01/2028,,LICENSED,BOWLING GREEN,KY,ED,91.7,Y,WESTERN KENTUCKY UNIVERSITY,1906 COLLEGE HEIGHTS BLVD,#11035,BOWLING GREEN,42101,KY,(270)745-5489
WIDR,42.281972,-85.618056,FM Station,206,10/01/2028,,LICENSED,KALAMAZOO,MI,ED,89.1,Y,WESTERN MICHIGAN UNIVERSITY,WEST MICHIGAN AVENUE,,KALAMAZOO,49008,MI,
KWIM,35.655306,-109.033694,FM Station,285,10/01/2029,11/20/2005,LICENSED,WINDOW ROCK,AZ,H,104.9,Y,ACROSS NATIONS,POST OFFICE BOX 9090,,WINDOW ROCK,86515,AZ,
WODZ-FM,,,FM Station,241,06/01/2030,,LICENSED,ROME,NY,CDT,96.1,Y,"TOWNSQUARE MEDIA LICENSEE OF UTICA/ROME, INC.",1 MANHATTANVILLE ROAD,SUITE 202,PURCHASE,10577,NY,2038610900
KVDT,,,FM Station,277,08/01/2029,04/29/2001,LICENSED,ALLEN,TX,CDT,103.3,Y,"VCY America, Inc.",3434 West Kilbourn Ave.,,Milwaukee,53208,WI,4149353000
WPME,,,FM Station,204,,,CP OFF AIR,BEDFORD,PA,EDT,88.7,Y,"Central Pennsylvania Christian Institute, Inc.",2020 Cato Avenue,,State College,16801,PA,4195605524
WHID,44.35925,-87.98575,FM Station,201,12/01/2028,,LICENSED,GREEN BAY,WI,ED,88.1,Y,BOARD OF REGENTS OF THE UNIVERSITY OF WISCONSIN SYSTEM,1860 VAN HISE HALL,1220 LINDEN DRIVE,MADISON,53706,WI,(608)262-3662
WWPT,41.172028,-73.328167,FM Station,212,04/01/2022,,LICENSED,WESTPORT,CT,ED,90.3,Y,WESTPORT CT. BOARD OF EDUCATION,110 MYRTLE AVENUE,,WESTPORT,6880,CT,
KNIS,39.258583,-119.710306,FM Station,217,10/01/2029,,LICENSED,CARSON CITY,NV,ED,91.3,Y,"WESTERN INSPIRATIONAL BROADCASTERS, INC.",6363 US HIGHWAY 50 E,,CARSON CITY,89701,NV,(775)883-5647
KBEV-FM,45.239361,-112.668333,FM Station,252,04/01/2029,,LICENSED,DILLON,MT,H,98.3,Y,"DEAD-AIR BROADCASTING COMPANY, INC.",610 N. MONTANA STREET,,DILLON,59725,MT,
WIUS,40.465556,-90.685889,FM Station,202,12/01/2028,,LICENSED,MACOMB,IL,ED,88.3,Y,WESTERN ILLINOIS UNIVERSITY,1 UNIVERSITY CIRCLE,,MACOMB,61455,IL,
KDJS-FM,45.023028,-95.265861,FM Station,237,04/01/2029,,LICENSED,WILLMAR,MN,H,95.3,Y,"IOWA CITY BROADCASTING COMPANY, INC.",PO BOX 16683,5100 W 36TH STREET,MINNEAPOLIS,55416,MN,(952)913-4017
KCHK-FM,44.461083,-93.585778,FM Station,238,04/01/2029,,LICENSED,NEW PRAGUE,MN,H,95.5,Y,"INGSTAD BROTHERS BROADCASTING, LLC",PO BOX 16683,5100 W 36TH STREET,MINNEAPOLIS,55416,MN,(952)913-4017
KZLT-FM,47.813583,-96.930361,FM Station,282,04/01/2029,,LICENSED,EAST GRAND FORKS,MN,H,104.3,Y,"LEIGHTON ENTERPRISES, INC.",P.O. BOX 1458,,ST. CLOUD,56302,MN,(320)251-1450
KYRG,,,FM Station,214,,,CP OFF AIR,MEMPHIS,TX,EDT,90.7,Y,Solid Rock Foundation,,,Wheeler,79096,TX,8063340493
WLIC,39.60175,-78.886944,FM Station,246,10/01/2027,,LICENSED,FROSTBURG,MD,EDT,97.1,Y,"CALVARY CHAPEL CUMBERLAND, INC.",416 PENNSYLVANIA AVENUE,,CUMBERLAND,21502,MD,2403629971
KUXX,43.614944,-94.963583,FM Station,289,04/01/2029,,LICENSED,JACKSON,MN,CDT,105.7,Y,"COMMUNITY FIRST BROADCASTING, LLC",5809 S REMINGTON PLACE,SUITE 106,SIOUX FALLS,57108,SD,6052743373
WORM-FM,35.240056,-88.241417,FM Station,269,08/01/2028,,LICENSED,SAVANNAH,TN,H,101.7,Y,GERALD W. HUNT,P. O. BOX 550,,SAVANNAH,38372,TN,
WMEA,43.858417,-70.710889,FM Station,211,04/01/2030,11/19/1999,LICENSED,PORTLAND,ME,ED,90.1,Y,MAINE PUBLIC BROADCASTING CORPORATION,1450 LISBON STREET,,LEWISTON,4240,ME,(207)783-9101
WBFE,44.444806,-68.022222,FM Station,256,04/01/2030,,LICENSED,BAR HARBOR,ME,H,99.1,Y,"BLUEBERRY BROADCASTING, LLC",P.O. BOX 2600,,KENNEBUNKPORT,4046,ME,(207)967-8094
WJMJ,41.703722,-72.832056,FM Station,205,04/01/2030,,LICENSED,HARTFORD,CT,ED,88.9,Y,ST. THOMAS SEMINARY,ARCHDIOCESE OF HARTFORD OFFICE OF RADIO,15 PEACH ORCHARD ROAD,PROSPECT,6078,CT,(203)758-7367
WQGO,,,FM Station,213,,,CP OFF AIR,ELKMONT,AL,EDT,90.5,Y,National Association for the Prevention of Starvation,,,Greensboro,36744,AL,2562627712
WGHN-FM,43.056972,-86.241167,FM Station,221,10/01/2028,,LICENSED,GRAND HAVEN,MI,H,92.1,Y,"WGHN, INC.",1 SOUTH HARBOR DRIVE,616-842-8110,GRAND HAVEN,49417,MI,(616)842-8110
KWMN,,,FM Station,257,04/01/2029,,LICENSED,RUSHFORD,MN,CDT,99.3,Y,"LEIGHTON RADIO HOLDINGS, INC.",P.O. BOX 1458,619 WEST ST. GERMAIN ST.,ST. CLOUD,56301,MN,3202511450
WJNR-FM,45.820778,-88.043472,FM Station,268,10/01/2028,,LICENSED,IRON MOUNTAIN,MI,H,101.5,Y,"RESULTS BROADCASTING OF IRON MOUNTAIN, INC.",P.O. BOX 456,,SHAWANO,54166,WI,(715)524-2194
KPLG,47.372694,-114.859556,FM Station,218,04/01/2029,02/25/2000,LICENSED,PLAINS,MT,ED,91.5,Y,"HI-LINE RADIO FELLOWSHIP, INC.",PO BOX 2426,,HAVRE,59501,MT,
KHCA,39.187278,-96.403611,FM Station,237,06/01/2029,05/21/2010,LICENSED,WAMEGO,KS,CDT,95.3,Y,"KHCA, INC.",103 NORTH 3RD STREET,BOX 1471,MANHATTAN,66502,KS,7855379595
KPDR,35.472,-100.505694,FM Station,212,08/01/2029,,LICENSED,WHEELER,TX,ED,90.3,Y,TOP O' TEXAS EDUCATIONAL BROADCASTING FOUNDATION,P.O. BOX 8088,,AMARILLO,79114,TX,(806)359-8855
KNGT,30.29075,-93.576556,FM Station,258,06/01/2028,,LICENSED,LAKE CHARLES,LA,CDT,99.5,Y,"Townsquare License, LLC",1 Manhattanville Road,Suite 202,Purchase,10577,NY,2038610900
WGRR,39.200333,-84.522694,FM Station,278,10/01/2028,,LICENSED,HAMILTON,OH,CDT,103.5,Y,RADIO LICENSE HOLDING SRC LLC,780 Johnson Ferry Road,Suite 500,Atlanta,30342,GA,4049490700
KPRX,35.486056,-118.889806,FM Station,206,12/01/2029,,LICENSED,BAKERSFIELD,CA,ED,89.1,Y,"WHITE ASH BROADCASTING, INC.",2589 ALLUVIAL AVENUE,,CLOVIS,93611,CA,(559)862-2480
WKRB,40.57675,-73.934,FM Station,212,06/01/2022,07/24/2012,LICENSED,BROOKLYN,NY,ED,90.3,Y,KINGSBOROUGH COMMUNITY COLLEGE,2001 ORIENTAL BOULEVARD,,BROOKLYN,11235,NY,
WUPK,46.514111,-87.482917,FM Station,231,10/01/2028,,LICENSED,MARQUETTE,MI,CDT,94.1,Y,"MARQUETTE RADIO, LLC",210 S. MAIN,,FOND DU LAC,54935,WI,9209249697
WEGW,40.061472,-80.752306,FM Station,298,10/01/2027,,LICENSED,WHEELING,WV,H,107.5,Y,"IHM LICENSES, LLC",7136 S. YALE AVENUE,SUITE 501,TULSA,74136,OK,(918)664-4581
WRKC,41.248972,-75.878806,FM Station,203,08/01/2030,,LICENSED,WILKES-BARRE,PA,EDT,88.5,Y,KINGS COLLEGE,RADIO STATION WRKC (FM),133 NORTH RIVER STREET,WILKES-BARRE,18711,PA,5702085931
WTRV,43.016417,-85.740028,FM Station,263,10/01/2028,,LICENSED,WALKER,MI,H,100.5,Y,"TOWNSQUARE MEDIA OF GRAND RAPIDS, INC.",1 MANHATTANVILLE ROAD,SUITE 202,PURCHASE,10577,NY,(203)861-0900
KRXL,40.242806,-92.4285,FM Station,233,02/01/2029,,LICENSED,KIRKSVILLE,MO,H,94.5,Y,"KIRX, INC.",1308 N BALTIMORE ST,PO BOX 130,KIRKSVILLE,63501,MO,
WCMB-FM,44.673333,-83.518306,FM Station,239,10/01/2028,,LICENSED,OSCODA,MI,ED,95.7,Y,CENTRAL MICHIGAN UNIVERSITY,PUBLIC BROADCASTING,1999 EAST CAMPUS DRIVE,MOUNT PLEASANT,48859,MI,(989)774-3105
WKKG,39.186694,-85.949972,FM Station,268,08/01/2028,,LICENSED,COLUMBUS,IN,H,101.5,Y,WHITE RIVER BROADCASTING CO. INC.,3212 WASHINGTON STREET,,COLUMBUS,47202,IN,
KZLE,35.891472,-91.725417,FM Station,226,06/01/2028,,LICENSED,BATESVILLE,AR,H,93.1,Y,"WRD ENTERTAINMENT, INC.",PO BOX 2077,,BATESVILLE,72503,AR,
WTKY-FM,36.818667,-85.658833,FM Station,221,08/01/2028,,LICENSED,TOMPKINSVILLE,KY,H,92.1,Y,"FRANK KEETON AIRCASTERS, INC.",341 RADIO STATION ROAD,,TOMPKINSVILLE,42167,KY,(270)487-6119
KVPR,37.073556,-119.432056,FM Station,207,12/01/2029,,LICENSED,FRESNO,CA,ED,89.3,Y,"WHITE ASH BROADCASTING, INC.",2589 ALLUVIAL AVENUE,,CLOVIS,93611,CA,(559)862-2480
WNDN,29.5155,-82.884556,FM Station,300,02/01/2028,,LICENSED,CHIEFLAND,FL,CDT,107.9,Y,"SAGA SOUTH COMMUNICATIONS, LLC",73 KERCHEVAL AVENUE,,GROSSE POINTE FARMS,48236,MI,3138867070
WDRQ,42.471139,-83.20075,FM Station,226,10/01/2028,,LICENSED,DETROIT,MI,CDT,93.1,Y,RADIO LICENSE HOLDINGS LLC,780 Johnson Ferry Road,Suite 500,Atlanta,30342,GA,4049490700
WBMZ,32.399056,-82.043167,FM Station,279,04/01/2028,,LICENSED,METTER,GA,CDT,103.7,Y,"RADIOJONES, LLC",P.O. BOX 5356,,ATLANTA,31107,GA,4042542911
KANJ,30.165778,-96.871083,FM Station,216,08/01/2029,,LICENSED,GIDDINGS,TX,ED,91.1,Y,"HOUSTON CHRISTIAN BROADCASTERS, INC.",2424 SOUTH BOULEVARD,,HOUSTON,77098,TX,(713)520-5200
WHYY-FM,40.041778,-75.239611,FM Station,215,08/01/2030,,LICENSED,PHILADELPHIA,PA,EDT,90.9,Y,"WHYY, Inc.",150 N. 6th Street,,Philadelphia,19106,PA,2153511200
WICN,42.303139,-71.897306,FM Station,213,04/01/2022,,LICENSED,WORCESTER,MA,ED,90.5,Y,"WICN PUBLIC RADIO, INC",50 PORTLAND STREET,,WORCESTER,1608,MA,(508)752-0700
KBWC,32.536806,-94.374917,FM Station,216,08/01/2021,06/11/2014,LICENSED,MARSHALL,TX,ED,91.1,Y,WILEY COLLEGE,711 WILEY AVENUE,,MARSHALL,75670,TX,
KYRM,33.055028,-114.827722,FM Station,220,10/01/2029,04/21/2000,LICENSED,YUMA,AZ,ED,91.9,Y,"WORLD RADIO NETWORK, INC.",PO BOX 3765,,MCALLEN,78502,TX,(956)787-9788
KMUW,37.773889,-97.514722,FM Station,206,06/01/2029,,LICENSED,WICHITA,KS,ED,89.1,Y,WICHITA STATE UNIVERSITY,121 NORTH MEAD STREET,SUITE 200,WICHITA,67202,KS,(316)978-7191
KZJF,,,FM Station,281,02/01/2021,05/23/2001,LICENSED,JEFFERSON CITY,MO,H,104.1,N,CUMULUS LICENSING LLC,"3280 PEACHTREE ROAD, NW",SUITE 2300,ATLANTA,30305,GA,(404)949-0700
WDXO,31.892667,-90.402306,FM Station,225,06/01/2028,05/26/2000,LICENSED,HAZLEHURST,MS,H,92.9,Y,"TELESOUTH COMMUNICATIONS, INC.",6311 RIDGEWOOD ROAD,,JACKSON,39211,MS,(601)991-2332
KPQN,33.399278,-104.375528,FM Station,241,10/01/2029,04/23/2019,LICENSED,ROSWELL,NM,CDT,96.1,Y,HISPANIC TARGET MEDIA INC.,2433 E. PALO VERDE STREET,,YUMA,85364,AZ,6022833293
WFLY,42.637833,-73.998167,FM Station,222,06/01/2022,,LICENSED,TROY,NY,H,92.3,Y,"6 JOHNSON ROAD LICENSES, INC.",6 JOHNSON RD,,LATHAM,12110,NY,(518)786-6600
WVKX,32.880139,-83.185167,FM Station,279,04/01/2028,09/26/2000,LICENSED,IRWINTON,GA,H,103.7,Y,"WILKINSON BROADCASTING, INC.",P.O. BOX 569,104 HIGH HILL ST.,IRWINTON,31042,GA,
KBZQ,34.595639,-98.552278,FM Station,258,06/01/2029,,LICENSED,LAWTON,OK,CDT,99.5,Y,Janice Fritsch,,,LAWTON,73506,OK,5803579950
WTRL,,,FM Station,201,,,CP OFF AIR,HODGENVILLE,KY,EDT,88.1,Y,Freedom's Way Assembly of God,1170 Old Elizabethtown Road,,Hodgenville,42748,KY,2703075039
KYEJ,,,FM Station,211,,,CP OFF AIR,FAIRMONT,MN,EDT,90.1,Y,Fairmont Area Catholic Radio,1117 170th Ave.,,Fairmont,56031,MN,5078483968
WBUG-FM,42.878944,-74.784861,FM Station,266,06/01/2022,,LICENSED,FORT PLAIN,NY,H,101.1,Y,"ROSER COMMUNICATIONS NETWORK, INC.",CANAL PARK,215 LELAND AVE. SUITE  101,UTICA,13502,NY,(315)797-8236
WXXB,40.503361,-86.729722,FM Station,275,08/01/2028,09/13/2001,LICENSED,DELPHI,IN,H,102.9,Y,"NEUHOFF MEDIA LAFAYETTE, LLC",PO BOX 418,,JUPITER,33468,FL,(561)745-1188
WCLH,41.186472,-75.858806,FM Station,214,08/01/2030,,LICENSED,WILKES-BARRE,PA,EDT,90.7,Y,WILKES UNIVERSITY,84 W SOUTH ST,,EXETER,18643,PA,5706552880
KOMA,35.560056,-97.485583,FM Station,223,06/01/2029,,LICENSED,OKLAHOMA CITY,OK,H,92.5,Y,"TYLER MEDIA, L.L.C.",5101 S. SHIELDS BLVD.,,OKLAHOMA CITY,73129,OK,(405)429-5500
WGTS,38.891778,-77.131639,FM Station,220,10/01/2027,,LICENSED,TAKOMA PARK,MD,EDT,91.9,Y,"ATLANTIC GATEWAY COMMUNICATIONS, INC.",P.O. BOX 1280,,ROCKVILLE,20849,MD,3018914200
WSHR,40.836222,-73.099278,FM Station,220,06/01/2030,06/18/2001,LICENSED,LAKE RONKONKOMA,NY,EDT,91.9,Y,SACHEM CENTRAL SCHOOL DISTRICT HOLBROOK,212 SMITH ROAD,,LAKE RONKONKOMA,11779,NY,6314711400
WOBE,45.820778,-88.043472,FM Station,264,10/01/2028,06/20/2001,LICENSED,CRYSTAL FALLS,MI,H,100.7,Y,"RESULTS BROADCASTING OF IRON MOUNTAIN, INC.",P.O. BOX 456,,SHAWANO,54166,WI,(715)524-2194
WVIE,18.356667,-64.966389,FM Station,297,02/01/2028,03/22/2022,LICENSED AND SILENT,CHARLOTTE AMALIE,VI,CDT,107.3,Y,"VIRGIN ISLANDS RADIO ENTERTAINMENT DETROIT, LLC",160 VICTOR STREET,,HIGHLAND PARK,48203,MI,3134673033
KMXQ,34.045333,-106.906417,FM Station,225,10/01/2029,12/11/2014,LICENSED,SOCORRO,NM,H,92.9,Y,COCHISE MEDIA LICENSES LLC,PO BOX 11060,,JACKSON,83002,WY,(703)812-0482
WZLV,37.181528,-75.962722,FM Station,214,10/01/2027,12/21/2000,LICENSED,CAPE CHARLES,VA,ED,90.7,Y,EDUCATIONAL MEDIA FOUNDATION,5700 WEST OAKS BLVD,,ROCKLIN,95765,CA,(916)251-1600
WQTS,32.445444,-81.968444,FM Station,275,04/01/2028,,LICENSED,STATESBORO,GA,CDT,102.9,Y,THE POWER FOUNDATION,106 ASSEMBLY DRIVE,,PIEDMONT,29673,SC,8646762171
KMJB,42.578278,-108.713444,FM Station,206,10/01/2029,11/09/2011,LICENSED,HUDSON,WY,ED,89.1,Y,"WESTERN INSPIRATIONAL BROADCASTERS, INC.",6363 HIGHWAY 50 EAST,,CARSON CITY,89701,NV,(775)883-5647
WANY-FM,36.698389,-85.149944,FM Station,265,08/01/2020,,LICENSED,ALBANY,KY,H,100.9,Y,PAMELA ALLRED DBA ALBANY BROADCASTING COMPANY,P.O. BOX 400,,ALBANY,42602,KY,(606)387-5186
WXTA,41.966417,-80.110889,FM Station,250,08/01/2030,,LICENSED,EDINBORO,PA,CDT,97.9,Y,"RADIO LICENSE HOLDING CBC, LLC",780 Johnson Ferry Road,Suite 500,Atlanta,30342,GA,4049490700
KCVP,,,FM Station,202,,,CP OFF AIR,PIERRE,SD,EDT,88.3,Y,"COMMUNITY BROADCASTING, INC.",10550 BARKLEY,SUITE 100,OVERLAND PARK,66212,KS,9136427770
WCSW,,,FM Station,201,,,CP OFF AIR,ARROWSMITH,IL,EDT,88.1,Y,2820 Communications INC,108 Boeykens Pl,,Normal,61761,IL,3092424244
WBNO-FM,41.478111,-84.578278,FM Station,265,10/01/2028,,LICENSED,BRYAN,OH,H,100.9,Y,"IMPACT RADIO, LLC",59750 CONSTANTINE ROAD,,THREE RIVERS,49093,MI,( )-
KRSH,38.735444,-122.849694,FM Station,240,12/01/2029,07/18/2002,LICENSED,HEALDSBURG,CA,H,95.9,Y,B.C. Radio LLC,3565 Standish Avenue,,Santa Rosa,95407,CA,(707)588-0707
WQAL,41.341167,-81.739861,FM Station,281,10/01/2028,,LICENSED,CLEVELAND,OH,H,104.1,Y,"AUDACY LICENSE, LLC",2400 MARKET STREET,4TH FLOOR,PHILADELPHIA,19103,PA,(610)660-5610
KNBB,32.66925,-92.632944,FM Station,249,06/01/2028,03/16/2021,LICENSED,DUBACH,LA,CDT,97.7,Y,RED PEACH LLC,500 N MONROE AVENUE,,RUSTON,71270,LA,3182456115
WFLQ,38.59475,-86.613306,FM Station,261,08/01/2028,,LICENSED,FRENCH LICK,IN,H,100.1,Y,WILLTRONICS BROADCASTING,P. O. BOX 100,,FRENCH LICK,47432,IN,
WAKB,33.377917,-82.076778,FM Station,265,04/01/2028,,LICENSED,HEPHZIBAH,GA,CDT,100.9,Y,"PERRY BROADCASTING OF AUGUSTA, INC.",1528 NE 23RD STREET,,OKLAHOMA CITY,73111,OK,4054244695
WCXX,47.330861,-68.340056,FM Station,272,04/01/2030,,LICENSED,MADAWASKA,ME,H,102.3,Y,THE CANXUS BROADCASTING CORPORATION,152 E. GREEN RIDGE RD,,CARIBOU,4736,ME,(207)473-7513
WYHN,,,FM Station,211,,,CP OFF AIR,WASHINGTON,IN,EDT,90.1,Y,"Bible Broadcasting Network, Inc.",11530 Carmel Commons Blvd.,,CHARLOTTE,28226,NC,7045235555
KJTX,32.823194,-94.47575,FM Station,283,08/01/2029,05/04/2010,LICENSED,JEFFERSON,TX,H,104.5,Y,"WISDOM MINISTRIES, INC.",707 VALENTINE LANE,,LONGVIEW,75604,TX,
KVRY,,,FM Station,277,,,CP OFF AIR,JUNCTION,TX,CDT,103.3,Y,STEVE WILLIAMS,1019 WASHINGTON AVE.,,WACO,76701,TX,2547571010
WSNC,36.090139,-80.222,FM Station,213,12/01/2027,,LICENSED,WINSTON-SALEM,NC,ED,90.5,Y,WINSTON-SALEM STATE UNIVERSITY,P.O. BOX 13095,,WINSTON-SALEM,27110,NC,
WHQT,25.967583,-80.209222,FM Station,286,02/01/2028,,LICENSED,CORAL GABLES,FL,CDT,105.1,Y,"Cox Radio, LLC",1601 W Peachtree Street NE,,Atlanta,30309,GA,4048977000
KEBR,38.247139,-121.501889,FM Station,201,12/01/2029,11/14/2000,LICENSED,SACRAMENTO,CA,ED,88.1,Y,"FAMILY STATIONS, INC.",112 NORTH ELM STREET,,SHENANDOAH,51601,IA,(712)246-5151
KURB,34.798972,-92.495722,FM Station,253,06/01/2028,,LICENSED,LITTLE ROCK,AR,CDT,98.5,Y,"RADIO LICENSE HOLDING CBC, LLC",780 Johnson Ferry Road,Suite 500,Atlanta,30342,GA,4049490700
WTSA-FM,42.889222,-72.612583,FM Station,244,04/01/2030,,LICENSED,BRATTLEBORO,VT,H,96.7,Y,"FOUR SEASONS MEDIA, INC.",219 HILLCREST TERRACE,,BRATTLEBORO,5301,VT,(802)254-3873
WARU-FM,40.808389,-85.935278,FM Station,270,08/01/2028,03/14/2001,LICENSED,ROANN,IN,CDT,101.9,Y,"DREAM WEAVER MARKETING, LLC",1350 SOUTH WABASH STREET,,WABASH,46992,IN,2605710485
WAAJ,36.808667,-88.223917,FM Station,209,08/01/2028,,LICENSED,BENTON,KY,ED,89.7,Y,"HEARTLAND MINISTRIES, INC.",P O BOX 281,,HARDIN,42048,KY,
WPEA,42.978972,-70.9495,FM Station,213,04/01/2030,,LICENSED,EXETER,NH,ED,90.5,Y,TRUSTEES OF THE PHILLIPS EXETER ACADEMY,20 MAIN STREET,,EXETER,3833,NH,(603)772-4311
KQNE-FM,,,FM Station,210,,,CP OFF AIR,Falls City,NE,EDT,89.9,Y,Nebraska Educational Telecommunications Commission,1800 N 33rd St.,,Lincoln,68503,NE,4024729333
WWWJ,,,FM Station,211,,,CP OFF AIR,ROCHESTER,IN,EDT,90.1,Y,Liberty Baptist Church,2089 S Linberty Rd,,Rochester,46975,IN,5748479909
WMOC,31.930194,-82.684861,FM Station,204,04/01/2028,12/07/2016,LICENSED,LUMBER CITY,GA,ED,88.7,Y,FULL GOSPEL CHURCH OF GOD WRITTEN,P.O. BOX 176,,LUMBER CITY,31549,GA,
WJCT-FM,30.281083,-81.569806,FM Station,210,02/01/2028,,LICENSED,JACKSONVILLE,FL,ED,89.9,Y,"WJCT, INC.",100 FESTIVAL PARK AVENUE,,JACKSONVILLE,32202,FL,(904)353-7770
WHOF,40.822833,-81.427889,FM Station,269,10/01/2028,,LICENSED,NORTH CANTON,OH,H,101.7,Y,"IHM LICENSES, LLC",7136 S. YALE AVENUE,SUITE 501,TULSA,74136,OK,(918)664-4581
WJIV,42.793389,-74.694306,FM Station,270,06/01/2022,,LICENSED,CHERRY VALLEY,NY,H,101.9,Y,"CHRISTIAN BROADCASTING SYSTEM, LTD.",P.O. BOX 808,,FENTON,48430,MI,(810)694-4146
KIBB,37.800194,-97.525056,FM Station,246,06/01/2029,04/11/2022,LICENSED,HAVEN,KS,CDT,97.1,Y,"ROCKING M MEDIA WICHITA, LLC",1065 South Range,,Colby,67701,KS,7854623305
WTBX,47.373278,-93.013528,FM Station,230,04/01/2029,,LICENSED,HIBBING,MN,CDT,93.9,Y,"MIDWEST COMMUNICATIONS, INC.",ATTN: GARY TESCH,904 GRAND AVENUE,WAUSAU,54403,WI,0
WPAW,36.275972,-79.940306,FM Station,226,12/01/2027,,LICENSED,WINSTON-SALEM,NC,CDT,93.1,Y,"Audacy License, LLC",2400 MARKET STREET,4TH FLOOR,PHILADELPHIA,19103,PA,6106605610
WKLG,25.091806,-80.443389,FM Station,271,02/01/2028,10/19/2015,LICENSED,ROCK HARBOR,FL,H,102.1,Y,"WKLG, INC.",C/O DAVID W. FREEMAN,513 SOUTHARD STREET,KEY WEST,33040,FL,(305)294-2542
KQKX,41.933056,-97.680611,FM Station,294,06/01/2029,,LICENSED,NORFOLK,NE,H,106.7,Y,WJAG INCORPORATED,PO BOX 789,,NORFOLK,68702,NE,(402)371-0780
WBYY,43.236472,-70.893111,FM Station,254,04/01/2030,,LICENSED,SOMERSWORTH,NH,H,98.7,Y,"WBIN MEDIA CO., INC.",126 DANIEL STREET,SUITE 200,PORTSMOUTH,3801,NH,(603)431-0000
WWJO,45.814417,-94.027472,FM Station,251,04/01/2029,,LICENSED,ST. CLOUD,MN,H,98.1,Y,"TOWNSQUARE MEDIA LICENSEE OF ST. CLOUD, INC.",1 MANHATTANVILLE ROAD,SUITE 202,PURCHASE,10577,NY,(203)861-0900
WEQD,,,FM Station,220,,,CP OFF AIR,HALIFAX,VA,EDT,91.9,Y,Solid Foundation Broadcasting Corporation,401 West Main Street,Suite B,Greeneville,37743,TN,5406550726
WKLM,40.485889,-81.845694,FM Station,237,10/01/2028,,LICENSED,MILLERSBURG,OH,H,95.3,Y,"WKLM RADIO, INC.",114 NORTH SIXTH STREET,,COSHOCTON,43812,OH,
WKMX,31.300722,-85.584667,FM Station,294,04/01/2028,,LICENSED,ENTERPRISE,AL,H,106.7,Y,"GULF SOUTH COMMUNICATIONS, INC.","3245 MONTGOMERY HIGHWAY, SUITE 1",,DOTHAN,36303,AL,(334)712-9233
WNOB,36.54875,-76.187444,FM Station,229,10/01/2027,,LICENSED,CHESAPEAKE,VA,H,93.7,Y,"COMMONWEALTH RADIO, L.L.C.",500 DOMINION TOWER,999 WATERSIDE DRIVE,NORFOLK,23510,VA,
WKXN,31.947917,-86.702472,FM Station,239,04/01/2028,,LICENSED,FORT DEPOSIT,AL,H,95.7,Y,"AUTAUGAVILLE RADIO, INC.",P. O. BOX 369,,GREENVILLE,36037,AL,(334)382-6555
KWLV,31.607667,-93.401556,FM Station,296,06/01/2028,,LICENSED,MANY,LA,H,107.1,Y,"BALDRIDGE-DUMAS COMMUNICATIONS, INC.",605 SAN ANTONIO AVENUE,,MANY,71449,LA,(318)256-5924
KSJT-FM,31.438639,-100.5725,FM Station,298,08/01/2029,,LICENSED,SAN ANGELO,TX,H,107.5,Y,LA UNICA BROADCASTING CO.,207 W BEAREGARD,,SAN ANGELO,76903,TX,
WYXR,35.154806,-89.857861,FM Station,219,08/01/2028,10/05/2020,LICENSED,MEMPHIS,TN,EDT,91.7,Y,"CROSSTOWN RADIO PARTNERSHIP, INC.","ONE COMMERCE SQUARE, 29TH FLOOR","40 SOUTH MAIN, ATTN: CASEY SHANNON",MEMPHIS,38103,TN,9015258721
