CallSign,StationLat,StationLon,Service,RFChannel,LicenseExpirationDate,StatusDate,Status,CommunityCity,CommunityState,FacilityType,Frequency,ActiveInd,PartyName,PartyAddress1,PartyAddress2,PartyCity,PartyZip1,PartyState,PartyPhone,stationFormat,station_latitude,station_longitude
WVLO,40.663778,-84.085861,FM Station,257,10/01/2028,01/31/2013,LICENSED,CRIDERSVILLE,OH,ED,99.3,Y,EDUCATIONAL MEDIA FOUNDATION,5700 WEST OAKS BLVD,,ROCKLIN,95765,CA,,Christian Contemporary,40.663772,-84.085863
WRIO,18.025778,-66.6535,FM Station,266,02/01/2028,,LICENSED,PONCE,PR,H,101.1,Y,ARSO RADIO CORPORATION,P.O. BOX 363222,,SAN JUAN,936,PR,(787)474-0630,Tropical,18.025798,-66.653507
KZKZ-FM,35.228972,-94.262722,FM Station,292,06/01/2028,07/25/2001,LICENSED,GREENWOOD,AR,H,106.3,Y,"FAMILY COMMUNICATIONS, INC.",6420 SOUTH ZERO,,FORT SMITH,72903,AR,,Christian Contemporary,35.228983,-94.262711
WCIK,42.470528,-77.536,FM Station,276,06/01/2022,,LICENSED,AVOCA,NY,ED,103.1,Y,"FAMILY LIFE MINISTRIES, INC.",PO BOX 506,,BATH,14810,NY,(607)776-4151,Religious,42.470541,-77.536017
WCOU,42.826722,-78.206667,FM Station,202,06/01/2022,07/27/2000,LICENSED,ATTICA,NY,ED,88.3,Y,"FAMILY LIFE MINISTRIES, INC.",P.O. BOX 506,,BATH,14810,NY,(607)776-4151,Religious,42.826727,-78.20668
WCII,42.013944,-76.264361,FM Station,203,06/01/2022,,LICENSED,SPENCER,NY,ED,88.5,Y,"FAMILY LIFE MINISTRIES, INC.",PO BOX 506,,BATH,14810,NY,(607)776-4151,Religious,42.013964,-76.264377
WCOV-FM,42.118417,-78.178167,FM Station,206,06/01/2022,,LICENSED,FRIENDSHIP,NY,ED,89.1,Y,"FAMILY LIFE MINISTRIES, INC.",P.O. BOX 506,,BATH,14810,NY,(607)776-4151,Religious,42.118417,-78.178167
WCIH,41.89425,-76.858583,FM Station,212,08/01/2022,08/27/2001,LICENSED,RIDGEBURY,PA,ED,90.3,Y,"FAMILY LIFE MINISTRIES, INC.",PO BOX 506,,BATH,14810,NY,(607)776-4151,Religious,42.031944,-76.783611
WCIH,41.89425,-76.858583,FM Station,212,08/01/2022,08/27/2001,LICENSED,RIDGEBURY,PA,ED,90.3,Y,"FAMILY LIFE MINISTRIES, INC.",PO BOX 506,,BATH,14810,NY,(607)776-4151,Religious,42.031944,-76.783611
WCIY,42.745611,-77.425806,FM Station,205,06/01/2022,05/20/2002,LICENSED,CANANDAIGUA,NY,ED,88.9,Y,"FAMILY LIFE MINISTRIES, INC.",PO BOX 506,,BATH,14810,NY,(607)776-4151,Religious,42.745621,-77.425821
WOTL,,,FM Station,212,10/01/2028,,LICENSED,TOLEDO,OH,ED,90.3,Y,"FAMILY STATIONS, INC.",112 NORTH ELM STREET,,SHENANDOAH,51601,IA,(712)246-5151,Religious,41.646718,-83.606046
WXZQ,39.098139,-82.955444,FM Station,261,10/01/2028,,LICENSED,PIKETON,OH,H,100.1,Y,DBA PIKETON COMMUNICATIONS,P. O. BOX 894,,PIKETON,45661,OH,,Top-40,39.098125,-82.955454
KHAP,39.726833,-121.68025,FM Station,206,12/01/2029,,LICENSED,CHICO,CA,ED,89.1,Y,"FAMILY STATIONS, INC.",112 NORTH ELM STREET,,SHENANDOAH,51601,IA,(712)246-5151,Religious,39.726828,-121.680253
WWFR,27.120889,-80.3995,FM Station,219,02/01/2028,11/08/2011,LICENSED,STUART,FL,ED,91.7,Y,"FAMILY STATIONS, INC.",112 NORTH ELM STREET,,SHENANDOAH,51601,IA,(712)246-5151,Religious,27.120884,-80.399495
KXWI,48.058639,-104.001889,FM Station,253,04/01/2029,10/02/2014,LICENSED,WILLISTON,ND,H,98.5,Y,WILLISTON COMMUNITY BROADCASTING,210 SOUTH DOUGLAS,,GLENDIVE,59330,MT,(701)572-4478,Country,48.058632,-104.001877
KJVH,46.164278,-122.854806,FM Station,208,02/01/2030,05/16/2017,LICENSED,LONGVIEW,WA,ED,89.5,Y,"FAMILY STATIONS, INC.",112 NORTH ELM STREET,,SHENANDOAH,51601,IA,(712)246-5151,Religious,46.164279,-122.854832
KPRA,39.116833,-123.232778,FM Station,208,12/01/2029,11/10/1999,LICENSED,UKIAH,CA,ED,89.5,Y,"FAMILY STATIONS, INC.",112 NORTH ELM STREET,,SHENANDOAH,51601,IA,(712)246-5151,Religious,39.116838,-123.232784
WIMC,40.135028,-86.903889,FM Station,280,08/01/2028,,LICENSED,CRAWFORDSVILLE,IN,H,103.9,Y,"C.V.L. BROADCASTING, INC.",P.O. BOX 1450,,CORBIN,40702,KY,,Classic Hits,40.13504,-86.903896
WKCC,32.432917,-84.9505,FM Station,213,04/01/2028,05/01/2009,LICENSED,COLUMBUS,GA,EDT,90.5,Y,EDUCATIONAL MEDIA FOUNDATION,5700 WEST OAKS BLVD.,,ROCKLIN,95765,CA,9162511600,Christian Contemporary,32.432922,-84.950487
WFCH,32.817944,-79.835361,FM Station,203,12/01/2027,,LICENSED,CHARLESTON,SC,ED,88.5,Y,"FAMILY STATIONS, INC.",112 NORTH ELM STREET,,SHENANDOAH,51601,IA,(712)246-5151,Religious,32.817954,-79.835362
WJFR,30.328861,-81.694806,FM Station,204,02/01/2028,10/29/2020,LICENSED,JACKSONVILLE,FL,ED,88.7,Y,"FAMILY STATIONS, INC.",112 NORTH ELM STREET,,SHENANDOAH,51601,IA,(712)246-5151,Religious,30.328851,-81.694819
WCHC,42.237583,-71.808111,FM Station,201,04/01/2030,,LICENSED,WORCESTER,MA,EDT,88.1,Y,COLLEGE OF THE HOLY CROSS,1 COLLEGE STREET,,Worchester,1610,MA,5087933010,College,42.237593,-71.808127
WFRS,40.807611,-73.179556,FM Station,205,06/01/2022,04/27/2012,LICENSED,SMITHTOWN,NY,ED,88.9,Y,"FAMILY STATIONS, INC.",112 NORTH ELM STREET,,SHENANDOAH,51601,IA,(712)246-5151,Religious,40.807598,-73.179558
WYTN,41.057833,-80.644806,FM Station,219,10/01/2028,,LICENSED,YOUNGSTOWN,OH,ED,91.7,Y,"FAMILY STATIONS, INC.",112 NORTH ELM STREET,,SHENANDOAH,51601,IA,(712)246-5151,Religious,41.057837,-80.644797
WKVP,39.909278,-75.099611,FM Station,295,06/01/2030,,LICENSED,CAMDEN,NJ,EDT,106.9,Y,EDUCATIONAL MEDIA FOUNDATION,5700 WEST OAKS BLVD.,,ROCKLIN,95765,CA,9162511600,Christian Contemporary,39.90928,-75.099619
WRXV,40.9195,-77.974167,FM Station,206,08/01/2030,08/23/2004,LICENSED,STATE COLLEGE,PA,EDT,89.1,Y,INVISIBLE ALLIES MINISTRIES,2820 East College Avenue,Suite A,STATE COLLEGE,16801,PA,8148673836,Christian Contemporary,40.919502,-77.974171
KQPM,39.130806,-123.076889,FM Station,290,12/01/2029,,LICENSED,UKIAH,CA,H,105.9,Y,"BICOASTAL MEDIA LICENSES, LLC",1 BLACKFIELD DRIVE # 333,,TIBURON,94920,CA,(415)789-5035,Country,39.130806,-123.076889
KQFE,44.002917,-123.114528,FM Station,205,02/01/2030,,LICENSED,SPRINGFIELD,OR,ED,88.9,Y,"FAMILY STATIONS, INC.",112 NORTH ELM STREET,,SHENANDOAH,51601,IA,(712)246-5151,Religious,44.002902,-123.114531
KPHF,33.596417,-112.092639,FM Station,202,10/01/2029,11/03/1999,LICENSED,PHOENIX,AZ,ED,88.3,Y,"FAMILY STATIONS, INC.",112 NORTH ELM STREET,,SHENANDOAH,51601,IA,(712)246-5151,Religious,33.59643,-112.09265
KLTA-FM,46.759694,-96.607861,FM Station,254,04/01/2029,,LICENSED,MOORHEAD,MN,H,98.7,Y,"RADIO FARGO-MOORHEAD, INC.",P.O. BOX 9439,,FARGO,58106,ND,(701)277-4200,Hot AC,46.759684,-96.607853
KEEZ-FM,44.051639,-94.299972,FM Station,256,04/01/2029,07/19/2001,LICENSED,MANKATO,MN,H,99.1,Y,Alpha 3E Licensee LLC Debtor-in-Possession,1211 SW 5th Avenue,Suite 750,Portland,97204,OR,(503)517-6200,Hot AC,44.051629,-94.299961
KFRB,35.438,-118.740361,FM Station,217,12/01/2029,,LICENSED,BAKERSFIELD,CA,ED,91.3,Y,"FAMILY STATIONS, INC.",112 NORTH ELM STREET,,SHENANDOAH,51601,IA,(712)246-5151,Religious,35.438013,-118.740369
KFNO,37.073556,-119.432083,FM Station,212,12/01/2029,,LICENSED,FRESNO,CA,ED,90.3,Y,"FAMILY STATIONS, INC.",112 NORTH ELM STREET,,SHENANDOAH,51601,IA,(712)246-5151,Religious,37.07356,-119.432075
WCMJ,40.039528,-81.6465,FM Station,244,10/01/2028,,LICENSED,CAMBRIDGE,OH,H,96.7,Y,"AVC COMMUNICATIONS, INC.",4988 SKYLINE DRIVE,,CAMBRIDGE,43725,OH,(740)432-5605,Hot AC,40.039516,-81.646514
KHIT-FM,37.127667,-119.678361,FM Station,296,12/01/2029,11/15/2001,LICENSED,MADERA,CA,CDT,107.1,Y,LOTUS FRESNO CORP.,3301 Barham Boulevard,SUITE 200,Los Angles,90068,CA,3235122225,Spanish Hits,37.127667,-119.678361
WWDE-FM,36.828194,-76.251056,FM Station,267,10/01/2027,,LICENSED,HAMPTON,VA,H,101.3,Y,"AUDACY LICENSE, LLC",2400 MARKET STREET,4TH FLOOR,PHILADELPHIA,19103,PA,(610)660-5610,Adult Contemporary,36.828204,-76.25105
KGZO,35.280778,-119.748722,FM Station,215,12/01/2029,11/23/2001,LICENSED,SHAFTER,CA,ED,90.9,Y,"THE ASSOCIATION FOR COMMUNITY EDUCATION, INC.",2310 E PONDEROSA DR STE 28,,CAMARILLO,93010,CA,(805)482-4797,Spanish Christian,35.280799,-119.74874
WJLF,29.711944,-82.390278,FM Station,219,02/01/2028,,LICENSED,GAINESVILLE,FL,ED,91.7,Y,"RADIO TRAINING NETWORK, INC.",P.O. BOX 7217,,LAKELAND,33807,FL,(863)644-3464,Christian Contemporary,29.711938,-82.390273
WQNZ,31.509444,-91.405278,FM Station,236,06/01/2028,,LICENSED,NATCHEZ,MS,H,95.1,Y,FIRST NATCHEZ RADIO GROUP INC,P.O. BOX 768,,NATCHEZ,39121,MS,(601)442-4895,Country,31.509445,-91.405282
KPPO,-14.3175,-170.764167,FM Station,213,02/01/2030,12/07/2011,LICENSED,MAPUSAGA,AS,ED,90.5,Y,SECOND SAMOAN CONGREGATIONAL CHURCH OF LONG BEACH,655 CEDAR AVENUE,,LONG BEACH,90802,CA,(562)628-9282,Religious,-14.3175,-170.764167
WNUB-FM,44.140056,-72.659528,FM Station,202,04/01/2030,,LICENSED,NORTHFIELD,VT,ED,88.3,Y,TRUSTEES OF NORWICH UNIVERSITY,158 HARMON DRIVE,,NORTHFIELD,5663,VT,(802)485-2437,College,44.140061,-72.659554
KDUC,34.970806,-117.040306,FM Station,232,12/01/2029,,LICENSED,BARSTOW,CA,H,94.3,Y,DOS COSTAS COMMUNICATIONS CORPORATION,3360 S. OCEAN BLVD,SUITE 5GS,PALM BEACH GARDENS,33480,FL,(760)256-2121,Top-40,34.970812,-117.040318
KBUN-FM,47.557167,-94.801389,FM Station,283,04/01/2029,07/01/2008,LICENSED,BLACKDUCK,MN,CDT,104.5,Y,"HBI RADIO BEMIDJI, LLC","3415 UNIVERSITY AVENUE, WEST",,ST. PAUL,55114,MN,6516424334,Sports,47.557175,-94.801379
WBJI,47.555778,-94.801389,FM Station,252,04/01/2029,,LICENSED,BLACKDUCK,MN,H,98.3,Y,"R.P. BROADCASTING, INC.","102 LINCOLN AVE., S.E.",,BEMIDJI,56601,MN,,Country,47.555786,-94.801379
WMIS-FM,47.557167,-94.801389,FM Station,221,04/01/2029,12/11/2007,LICENSED,BLACKDUCK,MN,H,92.1,Y,"PASKVAN MEDIA, INC.","1410 30TH STREET, NW",SUITE 115,BEMIDJI,56601,MN,,Rock,47.557175,-94.801379
WYNJ,47.739111,-94.686361,FM Station,208,04/01/2029,06/05/2009,LICENSED,BLACKDUCK,MN,ED,89.5,Y,"WE HAVE THIS HOPE CHRISTIAN RADIO, INC.",P.O BOX 481,,PARK RAPIDS,56470,MN,(218)237-4673,Religious,47.739122,-94.686366
KDUQ,34.722472,-116.168611,FM Station,273,12/01/2029,07/22/2013,LICENSED,LUDLOW,CA,H,102.5,Y,DOS COSTAS COMMUNICATIONS CORPORATION,3360 S. OCEAN BLVD,SUITE 5GS,PALM BEACH GARDENS,33480,FL,(760)256-2121,Top-40,34.722489,-116.168623
KZRO,40.90625,-121.828583,FM Station,261,12/01/2029,05/15/2001,LICENSED,DUNSMUIR,CA,CDT,100.1,Y,Z-CHANNEL RADIO LLC,,,MOUNT SHASTA,96067,CA,5309261332,Classic Hits,41.291543,-122.240286
KAOG,35.810083,-90.812611,FM Station,213,06/01/2028,05/02/2000,LICENSED,JONESBORO,AR,ED,90.5,Y,AMERICAN FAMILY ASSOCIATION,PO BOX 2440,,TUPELO,38801,MS,(662)844-8888,Religious,35.810075,-90.812616
WJBL,45.466333,-91.123194,FM Station,226,12/01/2028,,LICENSED,LADYSMITH,WI,H,93.1,Y,ZOE COMMUNICATIONS INC,P.O.BOX 190,,SHELL LAKE,54871,WI,(715)468-9500,Classic Hits,45.466356,-91.123204
KZLZ,32.248972,-111.116778,FM Station,287,10/01/2029,06/09/2004,LICENSED,CASAS ADOBES,AZ,CDT,105.3,Y,"Bustos Media Holdings, LLC",5110 S. E. Stark Street,,Portland,97215,OR,5032335280,Regional Mexican,32.248972,-111.116778
WYRO,39.155056,-82.596806,FM Station,254,10/01/2028,,LICENSED,MCARTHUR,OH,H,98.7,Y,"JACKSON COUNTY BROADCASTING, INC.",P.O. BOX 667,295 E. MAIN STREET,JACKSON,45640,OH,(740)286-3023,Classic Rock,39.155056,-82.596806
KTPL,37.944444,-104.999444,FM Station,202,04/01/2029,09/18/2005,LICENSED,PUEBLO,CO,EDT,88.3,Y,"Educational Communications of Colorado Springs, Inc.",1665 Briargate Blvd.,Suite 100,Colorado Springs,80920,CO,7195930600,Religious,37.944452,-104.999435
KVPC,,,FM Station,250,04/01/2029,04/10/2022,LICENSED AND SILENT,RAPID CITY,SD,CDT,97.9,Y,"VCY America, Inc.",3434 West Kilbourn Ave,,Milwaukee,53208,WI,4149353000,Religious,44.328306,-103.834639
WFCF,29.854944,-81.335611,FM Station,203,02/01/2028,,LICENSED,ST. AUGUSTINE,FL,ED,88.5,Y,FLAGLER COLLEGE,74 KING STREET,,ST. AUGUSITNE,32084,FL,(904)819-6313,College,29.854969,-81.335628
WHQA,34.425389,-82.540417,FM Station,276,12/01/2027,,LICENSED,HONEA PATH,SC,ED,103.1,Y,THE POWER FOUNDATION,185 COMMERCE CENTER,,GREENVILLE,29616,SC,(864)676-2171,Gospel Music,34.425387,-82.540407
WKZC,44.0575,-86.416194,FM Station,235,10/01/2028,,LICENSED,SCOTTVILLE,MI,CDT,94.9,Y,"SYNERGY MEDIA, INC.",5941 WEST US 10,,LUDINGTON,49431,MI,2318430941,Country,44.057504,-86.416195
KFJC,37.320472,-122.142444,FM Station,209,12/01/2029,,LICENSED,LOS ALTOS,CA,ED,89.7,Y,FOOTHILL-DE ANZA COMMUNITY COLLEGE DISTRICT,12345 S EL MONTE RD,,LOS ALTOS HILLS,94022,CA,,College,37.320498,-122.142464
WKVS,35.975139,-81.551778,FM Station,277,12/01/2027,,LICENSED,LENOIR,NC,H,103.3,Y,"FOOTHILLS RADIO GROUP, LLC","C/O BROOKS, PIERCE, ET. AL.",P.O. BOX 1800,RALEIGH,27602,NC,(919)839-0300,Country,35.975131,-81.551764
KAXE,47.254667,-93.434389,FM Station,219,04/01/2029,,LICENSED,GRAND RAPIDS,MN,EDT,91.7,Y,"NORTHERN COMMUNITY RADIO, INC.",260 N.E. 2ND STREET,,GRAND RAPIDS,55744,MN,2183261234,Public Radio,47.254667,-93.434389
WCIS-FM,42.782833,-75.840722,FM Station,286,06/01/2030,,LICENSED,DERUYTER,NY,CDT,105.1,Y,"FAMILY LIFE MINISTRIES, INC.",PO BOX 506,,BATH,14810,NY,6077764151,Religious,42.782845,-75.840748
WPTE,36.810417,-76.282722,FM Station,235,10/01/2027,,LICENSED,VIRGINIA BEACH,VA,CDT,94.9,Y,"Audacy License, LLC",2400 MARKET STREET,4TH FLOOR,PHILADELPHIA,19103,PA,6106605610,Hot AC,36.810426,-76.282718
WQXC-FM,42.50725,-85.758917,FM Station,265,10/01/2028,,LICENSED,ALLEGAN,MI,H,100.9,Y,"FORUM COMMUNICATIONS, INC.",BOX 80,,OTSEGO,49078,MI,,Oldies,42.507255,-85.75891
KIQX,37.262222,-107.902833,FM Station,267,04/01/2029,,LICENSED,DURANGO,CO,CDT,101.3,Y,FOUR CORNERS BROADCASTING LLC,"190 TURNER DRIVE, SUITE 190",,DURANGO,81303,CO,9702594444,Hot AC,37.262225,-107.902845
KOYY,47.009972,-97.195083,FM Station,229,04/01/2029,,LICENSED,FARGO,ND,H,93.7,Y,"MIDWEST COMMUNICATIONS, INC.",904 GRAND AVE.,,WAUSAU,54403,WI,(000)000-0000,Top-40,47.009974,-97.195087
KIXY-FM,31.487361,-100.449528,FM Station,234,08/01/2029,,LICENSED,SAN ANGELO,TX,H,94.7,Y,"FOSTER COMMUNICATIONS COMPANY, INC.",2824 SHERWOOD WAY,,SAN ANGELO,76901,TX,,Top-40,31.487383,-100.449538
KXCI,32.415056,-110.716194,FM Station,217,10/01/2029,,LICENSED,TUCSON,AZ,ED,91.3,Y,"FOUNDATION FOR CREATIVE BROADCASTING, INC.",220 SOUTH FOURTH AVENUE,,TUCSON,85701,AZ,(520)623-1000,Variety,32.415075,-110.716204
WFUV,40.880111,-73.877361,FM Station,214,06/01/2030,,LICENSED,NEW YORK,NY,EDT,90.7,Y,FORDHAM UNIVERSITY,441 E. FORDHAM ROAD,,BRONX,10458,NY,7188174560,Adult Album Alternative,40.8801,-73.877358
WYFC,36.07175,-84.021861,FM Station,237,08/01/2028,,LICENSED,CLINTON,TN,ED,95.3,Y,"BIBLE BROADCASTING NETWORK, INC.",11530 CARMEL COMMONS BLVD,,CHARLOTTE,28226,NC,(704)523-5555,Religious,36.071747,-84.021857
WKXU,,,FM Station,273,12/01/2027,10/22/2010,LICENSED,HILLSBOROUGH,NC,CDT,102.5,Y,"NEW CENTURY MEDIA GROUP, LLC","C/O BROOKS, PIERCE, ET. AL.",PO BOX 1800,RALEIGH,27601,NC,9198390300,Classic Hits,36.10375,-78.965556
WLQM-FM,36.68775,-77.01625,FM Station,269,10/01/2027,,LICENSED,FRANKLIN,VA,H,101.7,Y,FRANKLIN BROADCASTING CORPORATION,320 NORTH FRANKLIN STREET,,FRANKLIN,23851,VA,(757)562-3135,Country,36.687762,-77.016241
KKZY,47.369944,-94.881944,FM Station,238,04/01/2029,04/20/2001,LICENSED,BEMIDJI,MN,CDT,95.5,Y,"HBI RADIO BEMIDJI, LLC","3415 UNIVERSITY AVENUE, WEST",,ST. PAUL,55114,MN,6516424334,Adult Contemporary,47.369954,-94.881948
WLOF,42.782833,-78.457528,FM Station,269,06/01/2022,02/08/2001,LICENSED,ELMA,NY,H,101.7,Y,HOLY FAMILY COMMUNICATIONS,6325 SHERIDAN DR,,WILLIAMSVILLE,14221,NY,(800)837-1552,Religious,42.782838,-78.457521
WFCA,33.423722,-89.403694,FM Station,300,06/01/2028,,LICENSED,ACKERMAN,MS,H,107.9,Y,"FRENCH CAMP RADIO, INC.",40 MECKLIN AVENUE,,FRENCH CAMP,39745,MS,(662)547-6414,Gospel Music,33.423735,-89.403682
WGCF,37.191972,-88.978111,FM Station,207,08/01/2028,,LICENSED,PADUCAH,KY,EDT,89.3,Y,AMERICAN FAMILY ASSOCIATION,P.O. DRAWER 2440,,TUPELO,38801,MS,6628448888,Religious,37.191997,-88.978123
KGVA,48.188306,-108.710694,FM Station,201,04/01/2029,05/31/2017,LICENSED AND SILENT,FORT BELKNAP AGENCY,MT,EDT,88.1,Y,"AANIIIH NAKODA COLLEGE, INC.",,,Harlem,59526,MT,4063534656,Native American,48.188327,-108.710713
WXLR,37.533139,-82.494306,FM Station,285,08/01/2028,,LICENSED,HAROLD,KY,H,104.9,Y,ADAM D. GEARHEART,P.O. BOX 1049,,HAROLD,41635,KY,(606)478-9401,Rock,37.533156,-82.494317
WMTX,27.819667,-82.260556,FM Station,264,02/01/2028,,LICENSED,TAMPA,FL,CDT,100.7,Y,"IHM LICENSES, LLC",7136 S. YALE AVENUE,SUITE 501,TULSA,74136,OK,9186644581,Adult Contemporary,27.819666,-82.260563
KKBQ,29.576333,-95.510222,FM Station,225,08/01/2029,,LICENSED,PASADENA,TX,CDT,92.9,Y,"CMG NY/Texas Radio, LLC",1601 W Peachtree Street NE,,Atlanta,30309,GA,4048977000,Country,29.576346,-95.510221
WRKI,41.493417,-73.428722,FM Station,236,04/01/2030,02/14/2001,LICENSED,BROOKFIELD,CT,CDT,95.1,Y,"Townsquare License, LLC",1 Manhattanville Road,Suite 202,Purchase,10577,NY,2038610900,Classic Rock,41.493427,-73.428733
WUGA,33.920389,-83.246,FM Station,219,04/01/2028,,LICENSED,ATHENS,GA,ED,91.7,Y,GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION,260 14TH ST NW,,ATLANTA,30318,GA,(404)685-2410,Public Radio,33.920394,-83.245987
KPQW,39.287917,-122.334972,FM Station,292,12/01/2029,08/14/2015,LICENSED,WILLOWS,CA,CDT,106.3,Y,HISPANIC TARGET MEDIA INC.,2433 E. PALO VERDE STREET,,YUMA,85364,AZ,6022833293,Regional Mexican,39.287943,-122.334981
KUAF,35.844806,-94.029361,FM Station,217,06/01/2028,08/21/2001,LICENSED,FAYETTEVILLE,AR,ED,91.3,Y,BOARD OF TRUSTEES OF THE UNIVERSITY OF ARKANSAS,C/O KUAF,9 SCHOOL STREET,FAYETTEVILLE,72701,AR,(479)575-6573,Public Radio,35.844802,-94.029367
KZMK,31.546472,-110.275333,FM Station,265,10/01/2029,04/26/2013,LICENSED,SIERRA VISTA,AZ,CDT,100.9,Y,"Townsquare License, LLC",1 Manhattanville Road,Suite 202,Purchase,10577,NY,2038610900,Top-40,31.546484,-110.275358
KCXY,33.504,-92.810722,FM Station,237,06/01/2028,08/26/2002,LICENSED,EAST CAMDEN,AR,H,95.3,Y,"RADIO WORKS, INC.",111 WESTWOOD DRIVE,,DEQUEEN,71832,AR,(870)642-3637,Country,33.504006,-92.810718
KXKS-FM,32.67775,-93.928889,FM Station,229,06/01/2028,,LICENSED,SHREVEPORT,LA,CDT,93.7,Y,"Townsquare License, LLC",1 Manhattanville Road,Suite 202,Purchase,10577,NY,2038610900,Country,32.677757,-93.928875
WDKW,35.831194,-84.023806,FM Station,239,08/01/2028,11/20/2001,LICENSED,MARYVILLE,TN,H,95.7,Y,"MIDWEST COMMUNICATIONS, INC.",904 GRAND AVE.,,WAUSAU,54403,WI,(000)000-0000,Classic Country,35.831193,-84.023797
WOEX,28.568889,-81.054222,FM Station,243,02/01/2028,03/06/2002,LICENSED,ORLANDO,FL,CDT,96.5,Y,"Cox Radio, LLC",1601 W Peachtree Street NE,,Atlanta,30309,GA,4048977000,Spanish Hits,28.568888,-81.054228
WGTD,42.608917,-87.848972,FM Station,216,12/01/2028,,LICENSED,KENOSHA,WI,ED,91.1,Y,GATEWAY TECHNICAL COLLEGE,3520 - 30TH AVENUE,,KENOSHA,53140,WI,(262)564-3062,Public Radio,42.608909,-87.848965
WUNV,31.672389,-84.057417,FM Station,219,04/01/2028,,LICENSED,ALBANY,GA,ED,91.7,Y,GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION,260 14TH ST NW,,ATLANTA,30318,GA,(404)685-2410,Public Radio,31.672396,-84.057406
WWET,30.826583,-83.277639,FM Station,219,04/01/2028,,LICENSED,VALDOSTA,GA,ED,91.7,Y,GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION,260 14TH ST NW,,ATLANTA,30318,GA,(404)685-2410,Public Radio,30.826592,-83.277652
WACG-FM,33.405139,-81.837333,FM Station,214,04/01/2028,,LICENSED,AUGUSTA,GA,ED,90.7,Y,GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION,260 14TH ST NW,,ATLANTA,30318,GA,(404)685-2410,Public Radio,33.405141,-81.837335
WXVS,31.221611,-82.573194,FM Station,211,04/01/2028,03/04/2008,LICENSED,WAYCROSS,GA,ED,90.1,Y,GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION,260 14TH ST NW,,ATLANTA,30318,GA,(404)685-2410,Public Radio,31.2216,-82.573195
WABR,31.491861,-83.530167,FM Station,216,04/01/2028,,LICENSED,TIFTON,GA,ED,91.1,Y,GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION,260 14TH ST NW,,ATLANTA,30318,GA,(404)685-2410,Public Radio,31.491851,-83.530165
WSVH,32.146861,-81.617889,FM Station,216,04/01/2028,,LICENSED,SAVANNAH,GA,ED,91.1,Y,GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION,260 14TH ST NW,,ATLANTA,30318,GA,(404)685-2410,Public Radio,32.146867,-81.61789
WJSP-FM,32.852361,-84.701028,FM Station,201,04/01/2028,,LICENSED,WARM SPRINGS,GA,ED,88.1,Y,GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION,"260 14TH STREET, N.W.",,ATLANTA,30318,GA,(404)685-2410,Public Radio,32.852354,-84.701038
WMUM-FM,32.469889,-83.254611,FM Station,209,04/01/2028,,LICENSED,COCHRAN,GA,ED,89.7,Y,GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION,260 14TH ST NW,,ATLANTA,30318,GA,(404)685-2410,Public Radio,32.469885,-83.254602
WWIO-FM,31.189111,-81.484528,FM Station,205,04/01/2028,06/20/2002,LICENSED,BRUNSWICK,GA,ED,88.9,Y,GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION,260 14TH ST NW,,ATLANTA,30318,GA,(404)685-2410,Public Radio,31.189118,-81.484545
WJWV,31.604889,-85.02825,FM Station,215,04/01/2028,,LICENSED,FORT GAINES,GA,ED,90.9,Y,GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION,"260 14TH STREET, N.W.",,ATLANTA,30318,GA,(404)685-2548,Public Radio,31.60489,-85.028261
WGPH,32.232972,-82.480694,FM Station,218,04/01/2028,,LICENSED,VIDALIA,GA,ED,91.5,Y,"AUGUSTA RADIO FELLOWSHIP INSTITUTE, INC",2278 WORTHAM LN,,GROVETOWN,30813,GA,(706)309-9610,Religious,32.232962,-82.480686
WVGS,32.425722,-81.782611,FM Station,220,04/01/2028,,LICENSED,STATESBORO,GA,ED,91.9,Y,GEORGIA SOUTHERN UNIVERSITY,P O BOX 8067,"ROOM 2018, WILLIAMS CENTER, GA SO UNIV.",STATESBORO,30460,GA,,College,32.425734,-81.782612
WRAS,33.744833,-84.359917,FM Station,203,04/01/2028,,LICENSED,ATLANTA,GA,ED,88.5,Y,GEORGIA STATE UNIVERSITY,BY & ON BEHALF OF BD OF REGENTS,P.O. BOX 3973,ATLANTA,30302,GA,,Public Radio,33.744828,-84.359926
WCVP-FM,35.257861,-83.795444,FM Station,240,12/01/2027,,LICENSED,ROBBINSVILLE,NC,H,95.9,Y,"CHEROKEE BROADCASTING COMPANY, INC.",P.O. BOX 280,,MURPHY,28906,NC,,Country,35.257867,-83.795455
KRAO-FM,46.862111,-117.173222,FM Station,273,02/01/2030,,LICENSED,COLFAX,WA,CDT,102.5,Y,"Inland Northwest Broadcasting, LLC",,,Moscow,83843,ID,2087912605,Hot AC,46.862111,-117.173229
